Vehicle Make;Vehicle Model;Vehicle Description;Vehicle Price including VAT;Vehicle Kind;Vehicle CO2;Fuel Type;Maximum Weight
VO;S60200304A8DZ7C;VOLVO S60           D4 Classic Summum aut                   ;3.64E+11;V;113;D;2110
VO;S60200404A8DZ7C;VOLVO S60           D5 Business Classic R-Design aut        ;3.66E+11;V;119;D;2110
VO;S60200504A8DZ7C;VOLVO S60           D5 Business Classic Summum aut          ;3.66E+11;V;119;D;2110
VO;S60200604A8DZ7C;VOLVO S60           D5 Classic R-Design aut                 ;3.75E+11;V;119;D;2110
VO;S60200704A8DZ7C;VOLVO S60           D5 Classic Summum aut                   ;3.75E+11;V;119;D;2110
VO;V60200304A6BW7C;VOLVO V60           T4 Classic Summum aut                   ;3.43E+11;V;136;B;2200
VO;V60200004A8BW7C;VOLVO V60           T5 Business Classic R-Design aut        ;3.78E+11;V;149;B;2200
VO;V60200104A8BW7C;VOLVO V60           T5 Business Classic Summum aut          ;3.78E+11;V;149;B;2200
VO;V60200204A8BW7C;VOLVO V60           T5 Classic R-Design aut                 ;3.87E+11;V;149;B;2200
VO;V60200304A8BW7C;VOLVO V60           T5 Classic Summum aut                   ;3.87E+11;V;149;B;2200
VO;V60200404A8BW7C;VOLVO V60           T6 AWD Business Classic R-Design aut    ;4.62E+11;V;163;B;2270
FO;CMA15TI15A6BM6I;FORD C-MAX          1,5 EcoBoost 150hv SS A6 Titanium Compac;2.463E+11;V;149;B;2000
FO;CMA15TI25M6BM6I;FORD C-MAX          1,5 EcoBoost 150hv SS M6 Titan Busin Com;2.472E+11;V;139;B;1915
FO;CMA15TI15M6BM6I;FORD C-MAX          1,5 EcoBoost 150hv SS M6 Titanium Compac;2.343E+11;V;139;B;1915
FO;CMA15TI15M6DM6I;FORD C-MAX          1,5TDCi 105hv ECOnetic Techn M6 Titan Co;2.318E+11;V;99;D;1915
FO;CMA15TI25M6DM6I;FORD C-MAX          1,5TDCi 120hv SS M6 Titan Busin Compact ;2.539E+11;V;105;D;1915
FO;CMA1501T5M6DM6I;FORD C-MAX          1,5TDCi 120hv SS M6 Titanium Compact    ;2.413E+11;V;105;D;1915
FO;CMA15TR15M6DM6I;FORD C-MAX          1,5TDCi 120hv SS M6 Trend Compact       ;2.16E+11;V;105;D;1915
ME;GL5210105A0DU6J;MERCEDES-BENZ GLC   250 d 4Matic A Prem Busin AMG           ;5.115E+11;V;129;D;0
ME;GL5300005A0DU6J;MERCEDES-BENZ GLC   350 d 4Matic A Prem Busin               ;5.645E+11;V;159;D;0
ME;GL5300105A0DU6J;MERCEDES-BENZ GLC   350 d 4Matic A Prem Busin AMG           ;5.865E+11;V;159;D;0
ME;GL5300205A0DU6J;MERCEDES-BENZ GLC   350 d Coup� 4Matic APrem Busin          ;6.105E+11;V;161;D;0
FO;KUG15TI15A6DU6K;FORD KUGA           1,5 TDCi 120hv PowShift FWD Titanium 5ov;2.764E+11;V;124;D;0
FO;KUG15TR15A6DU6K;FORD KUGA           1,5 TDCi 120hv PowShift FWD Trend 5ov   ;2.5595E+11;V;124;D;0
FO;KUG200005A6DU6K;FORD KUGA           2,0TDCi 150hv PowShift AWD Vignale 5ov  ;3.903E+11;V;134;D;2230
FO;KUG200105A6DU6K;FORD KUGA           2,0TDCi 180hv PowShift AWD Vignale 5ov  ;4.083E+11;V;134;D;2230
MI;OUT20INI5P0BW6K;MITSUBISHI OUTLANDER2,0 MIVEC Instyle NAVI CVT 4WD 7P       ;3.1299E+11;V;149;B;2200
MI;OUT2001I5P0BW6K;MITSUBISHI OUTLANDER2,0 MIVEC Instyle NAVI CVT 4WD 7P Busine;2.979E+11;V;149;B;2200
MI;OUT20INX5P0BW6K;MITSUBISHI OUTLANDER2,0 MIVEC Intense CVT 2WD 5P            ;2.5278E+11;V;144;B;1985
VW;CRF200604M0DV7C;VOLKSWAGEN CRAFTER  35 doppeli 2,0TDI 103kW, 3640           ;3.581E+11;U;197;D;3500
VW;CRF200704M0DV7C;VOLKSWAGEN CRAFTER  35 doppeli 2,0TDI 103kW, 4490           ;3.685E+11;U;201;D;3500
VW;CRF200804M0DV7C;VOLKSWAGEN CRAFTER  35 doppeli 2,0TDI 130kW, 3640           ;3.771E+11;U;201;D;3500
VW;CRF200904M0DV7C;VOLKSWAGEN CRAFTER  35 doppeli 2,0TDI 130kW, 4490           ;3.875E+11;U;204;D;3500
VW;CRF200A04M0DV7C;VOLKSWAGEN CRAFTER  35 doppeli 2,0TDI 75kW, 3640            ;3.384E+11;U;197;D;3500
VW;CRF200B04M0DV7C;VOLKSWAGEN CRAFTER  35 doppeli 2,0TDI 75kW, 4490            ;3.487E+11;U;201;D;3500
VO;V40150A04A6BM7E;VOLVO V40           T3 Business aut                         ;2.57E+11;V;129;B;1965
VO;V40200B04M6BM7E;VOLVO V40           T3 Kinetic                              ;2.49E+11;V;127;B;1965
VO;V40150B04A6BM7E;VOLVO V40           T3 Kinetic aut                          ;2.55E+11;V;129;B;1965
VO;V40200C04M6BM7E;VOLVO V40           T3 Momentum                             ;2.59E+11;V;127;B;1965
VO;V40150C04A6BM7E;VOLVO V40           T3 Momentum aut                         ;2.65E+11;V;129;B;1965
VO;V40200D04M6BM7E;VOLVO V40           T3 R-Design                             ;2.82E+11;V;127;B;1965
VO;V40150D04A6BM7E;VOLVO V40           T3 R-Design aut                         ;2.88E+11;V;129;B;1965
ME;CLA200605A7BW7C;MERCEDES-BENZ CLA   250 4Matic Sport A Shooting Brake       ;4.575E+11;V;160;B;2050
ME;CLA200705A7BW7C;MERCEDES-BENZ CLA   250 4Matic Sport A Shooting Brake Prem B;4.68E+11;V;160;B;2050
ME;CLA200804A7BC7C;MERCEDES-BENZ CLA   Mercedes-AMG CLA 45 4Matic A            ;5.71E+11;V;162;B;2075
ME;CLA200805A7BW7C;MERCEDES-BENZ CLA   Mercedes-AMG CLA 45 4Matic A Shooting Br;5.77E+11;V;162;B;2120
ME;GLA160205A7BU7C;MERCEDES-BENZ GLA   180 A Prem Busin                        ;3.235E+11;V;131;B;1940
ME;GLA150105A7DU7C;MERCEDES-BENZ GLA   180 d A Prem Busin                      ;3.555E+11;V;103;D;1970
VO;S60200004M6BZ7C;VOLVO S60           T3 Business Classic R-Design            ;2.91E+11;V;131;B;2060
VO;S60150004A6BZ7C;VOLVO S60           T3 Business Classic R-Design aut        ;3E+11;V;134;B;2110
VO;S60200104M6BZ7C;VOLVO S60           T3 Business Classic Summum              ;2.91E+11;V;131;B;2060
VO;S60150104A6BZ7C;VOLVO S60           T3 Business Classic Summum aut          ;3E+11;V;134;B;2110
VO;S60200204M6BZ7C;VOLVO S60           T3 Classic R-Design                     ;3E+11;V;131;B;2060
VO;S60150204A6BZ7C;VOLVO S60           T3 Classic R-Design aut                 ;3.09E+11;V;134;B;2110
VO;S60200304M6BZ7C;VOLVO S60           T3 Classic Summum                       ;3E+11;V;131;B;2060
VO;S60150304A6BZ7C;VOLVO S60           T3 Classic Summum aut                   ;3.09E+11;V;134;B;2110
VO;V60200504A8BW7C;VOLVO V60           T6 AWD Business Classic Summum aut      ;4.62E+11;V;163;B;2270
VO;V60200604A8BW7C;VOLVO V60           T6 AWD Classic R-Design aut             ;4.71E+11;V;163;B;2270
VO;V60200704A8BW7C;VOLVO V60           T6 AWD Classic Summum aut               ;4.71E+11;V;163;B;2270
VO;V6C200004M6DW7C;VOLVO V60 CROSS COUND3 Business Classic                     ;3.59E+11;V;111;D;2170
VO;V6C200004A8DW7C;VOLVO V60 CROSS COUND3 Business Classic aut                 ;3.68E+11;V;120;D;2200
VO;V6C200104M6DW7C;VOLVO V60 CROSS COUND3 Classic                              ;3.69E+11;V;111;D;2170
FO;FOC150005A6DH6I;FORD FOCUS          1,5TDCi 120hv SS PoShift ST-Line 5ov    ;2.28E+11;V;99;D;1900
FO;FOC150005A6DW6I;FORD FOCUS          1,5TDCi 120hv SS PoShift ST-Line Wagon  ;2.355E+11;V;99;D;1900
FO;FOC15TI14A6DZ6I;FORD FOCUS          1,5TDCi 120hv SS PoShift Titanium 4ov   ;2.446E+11;V;99;D;1900
FO;FOC15TI15A6DH6I;FORD FOCUS          1,5TDCi 120hv SS PoShift Titanium 5ov   ;2.416E+11;V;99;D;1900
FO;FOC15TI15A6DW6I;FORD FOCUS          1,5TDCi 120hv SS PoShift Titanium Wagon ;2.492E+11;V;99;D;1900
FO;FOC15TR15A6DH6I;FORD FOCUS          1,5TDCi 120hv SS PoShift Trend 5ov      ;2.158E+11;V;99;D;1900
FO;FOC15TR15A6DW6I;FORD FOCUS          1,5TDCi 120hv SS PoShift Trend Wagon    ;2.235E+11;V;99;D;1900
FO;FOC200005A6DH6I;FORD FOCUS          2,0TDCi 150hv SS PoShift ST-Line 5ov    ;2.395E+11;V;115;D;2050
ME;GL5300305A0DU6J;MERCEDES-BENZ GLC   350 d Coup� 4Matic APrem Busin AMG      ;6.32E+11;V;169;D;0
ME;GL5200105A0BU6J;MERCEDES-BENZ GLC   350 e 4Matic A Prem Busin AMG           ;5.835E+11;V;59;B;0
ME;GL5200205A0BU6J;MERCEDES-BENZ GLC   350 e Coup� 4Matic APrem Busin          ;6.12E+11;V;59;B;0
ME;GL5200305A0BU6J;MERCEDES-BENZ GLC   350 e Coup� 4Matic APrem Busin AMG      ;6.335E+11;V;64;B;0
MI;OUT2002I5P0BW6K;MITSUBISHI OUTLANDER2,0 MIVEC Intense CVT 2WD 5P Business   ;2.4135E+11;V;144;B;1985
MI;OUT23INX5A6DW6K;MITSUBISHI OUTLANDER2,2 DI-D Intense AT 4WD 5P Business     ;2.9819E+11;V;154;D;2260
MI;OUT23INX5M6DW6K;MITSUBISHI OUTLANDER2,2 DI-D Intense MT 2WD 5P              ;2.7716E+11;V;130;D;2085
MI;OUT2301I5M6DW6K;MITSUBISHI OUTLANDER2,2 DI-D Intense MT 2WD 5P Business     ;2.6534E+11;V;130;D;2085
MI;OUT2302I5M6DW6K;MITSUBISHI OUTLANDER2,2 DI-D Intense MT 4WD 5P              ;3.2139E+11;V;139;D;2260
MI;OUT2303I5M6DW6K;MITSUBISHI OUTLANDER2,2 DI-D Intense MT 4WD 5P Business     ;3.0976E+11;V;139;D;2260
MI;OPH20INI5O0BW6K;MITSUBISHI OUTLANDERInstyle Navi 4WD 5P                     ;5.2077E+11;V;41;B;2370
MI;OPH200005O0BW6K;MITSUBISHI OUTLANDERInstyle Navi Business 4WD 5P            ;5.0218E+11;V;41;B;2370
MI;OUT2003I5P0BW6K;MITSUBISHI OUTLANDER2,0 MIVEC Intense CVT 4WD 5P            ;2.753E+11;V;149;B;2070
MI;SPS12INE5P0BH7C;MITSUBISHI SPACE STA1,2 Cleartec Invite CVT                 ;1.4019E+11;V;95;B;1370
MI;SPS12INE5M5BH7C;MITSUBISHI SPACE STA1,2 Cleartec Invite MT                  ;1.2243E+11;V;96;B;1340
DI;DOK150005M5DV7C;DACIA DOKKER VAN    dCi 90 S&S Ambiance 3,3m3               ;1.5328E+11;U;108;D;1956
DI;DOK160005M5BV7C;DACIA DOKKER VAN    SCe 100 S&S 3,3m3                       ;1.1051E+11;U;140;B;1753
DI;DOK120005M5BV7C;DACIA DOKKER VAN    TCe 115 S&S Ambiance3,3m3               ;1.3979E+11;U;135;B;1924
FO;TRA2005T2A6DV7E;FORD TRANSIT        Alusta 310 2,0TDCi 130hv A6 Eve Tre L2  ;3.254E+11;U;190;D;3140
FO;TRA200NT2M6DV7E;FORD TRANSIT        Ja-ohj alus 350 2,0TDCi 130hv M6 Nve Tre;3.829E+11;V;226;D;3500
FO;TRA200OT2M6DV7E;FORD TRANSIT        Ja-ohj alus 350 2,0TDCi 130hv M6 Nve Tre;4.129E+11;V;226;D;3500
FO;TRA200PT2M6DV7E;FORD TRANSIT        Ja-ohj alus 350 2,0TDCi 130hv M6 Nve Tre;4.229E+11;V;228;D;3500
FO;TRA200QT2M6DV7E;FORD TRANSIT        Ja-ohj alus 350 2,0TDCi 170hv M6 Nve Tre;4.032E+11;V;226;D;3500
FO;TRA200RT2M6DV7E;FORD TRANSIT        Ja-ohj alus 350 2,0TDCi 170hv M6 Nve Tre;4.332E+11;V;226;D;3500
FO;TRA200ST2M6DV7E;FORD TRANSIT        Ja-ohj alus 350 2,0TDCi 170hv M6 Nve Tre;4.432E+11;V;228;D;3500
FO;TRA20TR15A6DM7E;FORD TRANSIT        Kombi 310 2,0TDCi 130hv A6 Eve Tre L3H2 ;4.031E+11;V;183;D;0
ME;GLA150105M6DU7C;MERCEDES-BENZ GLA   180 d Prem Busin                        ;3.37E+11;V;105;D;1970
ME;GLA160105M6BU7C;MERCEDES-BENZ GLA   180 Prem Busin                          ;3.03E+11;V;133;B;1940
ME;GLA210305A7DU7C;MERCEDES-BENZ GLA   200 d 4Matic A Prem Busin               ;3.72E+11;V;127;D;2090
ME;GLA210505A7DU7C;MERCEDES-BENZ GLA   220 d 4Matic A Prem Busin               ;4.235E+11;V;127;D;2090
ME;GLA200305A7BU7C;MERCEDES-BENZ GLA   250 4Matic A Prem Busin                 ;4.085E+11;V;152;B;2015
ME;GLA200405A7BU7C;MERCEDES-BENZ GLA   Mercedes-AMG GLA 45 4Matic A            ;5.945E+11;V;172;B;2105
PR;PAN290004A0BZ7C;PORSCHE PANAMERA    2                                       ;9.748E+11;V;173;B;2390
VO;S60200404M6BZ7C;VOLVO S60           T4 Business Classic R-Design            ;3.18E+11;V;131;B;2060
VO;S60200004A6BZ7C;VOLVO S60           T4 Business Classic R-Design aut        ;3.22E+11;V;134;B;2110
VO;S60200504M6BZ7C;VOLVO S60           T4 Business Classic Summum              ;3.18E+11;V;131;B;2060
VO;S60200104A6BZ7C;VOLVO S60           T4 Business Classic Summum aut          ;3.22E+11;V;134;B;2110
VO;S60200604M6BZ7C;VOLVO S60           T4 Classic R-Design                     ;3.27E+11;V;131;B;2060
VO;S60200204A6BZ7C;VOLVO S60           T4 Classic R-Design aut                 ;3.31E+11;V;134;B;2110
VO;V6C200104A8DW7C;VOLVO V60 CROSS COUND3 Classic aut                          ;3.78E+11;V;120;D;2200
VO;V6C240004A6DW7C;VOLVO V60 CROSS COUND4 AWD Business Classic aut             ;3.7E+11;V;149;D;2300
VO;V6C240104A6DW7C;VOLVO V60 CROSS COUND4 AWD Classic aut                      ;3.79E+11;V;149;D;2300
VO;V6C200204M6DW7C;VOLVO V60 CROSS COUND4 Business Classic                     ;3.72E+11;V;111;D;2170
VO;V6C200204A8DW7C;VOLVO V60 CROSS COUND4 Business Classic aut                 ;3.82E+11;V;120;D;2200
VO;V6C200304M6DW7C;VOLVO V60 CROSS COUND4 Classic                              ;3.82E+11;V;111;D;2170
VO;V6C200304A8DW7C;VOLVO V60 CROSS COUND4 Classic aut                          ;3.92E+11;V;120;D;2200
FO;FOC200005A6DW6I;FORD FOCUS          2,0TDCi 150hv SS PoShift ST-Line Wagon  ;2.47E+11;V;115;D;2050
KI;NIR160005A6BW6I;KIA NIRO            1,6 GDI Hybrid Business Luxury DCT      ;3.1205E+11;V;88;B;1930
KI;NIR160105A6BW6I;KIA NIRO            1,6 GDI Hybrid Business Luxury DCT 18   ;3.1053E+11;V;101;B;1930
KI;NIR160205A6BW6I;KIA NIRO            1,6 GDI Hybrid Business Premium DCT     ;2.972E+11;V;88;B;1930
KI;NIR160305A6BW6I;KIA NIRO            1,6 GDI Hybrid Business Premium DCT 18  ;2.9604E+11;V;101;B;1930
KI;NIR16EEX5A6BW6I;KIA NIRO            1,6 GDI Hybrid EX DCT                   ;2.71E+11;V;88;B;1930
KI;NIR16LXX5A6BW6I;KIA NIRO            1,6 GDI Hybrid LX DCT                   ;2.448E+11;V;88;B;1930
KI;PIC120005M5BH6I;KIA PICANTO         1,2 ISG Active 5D EcoDynamics           ;1.1325E+11;V;106;B;1430
BM;F0N200004A8DZ6G;BMW 7-SARJA         G12 Sedan 740Le iPerform A xDri Busin Ex;1.1756E+13;V ;54;B;2655
FO;TRA20TR15M6DV6F;FORD TRANSIT        310 2,0TDCi 130hv Trend L3H3 etuv 4,19  ;3.455E+11;U;177;D;3140
FO;TRA2001T5M6DV6F;FORD TRANSIT        310 2,0TDCi 170hv Trend L2H2 etuv 4,19  ;3.399E+11;U;178;D;3140
FO;TRA2002T5M6DV6F;FORD TRANSIT        310 2,0TDCi 170hv Trend L3H2 etuv 4,19  ;3.478E+11;U;181;D;3140
MI;OUT2004I5P0BW6K;MITSUBISHI OUTLANDER2,0 MIVEC Intense CVT 4WD 5P Business   ;2.6394E+11;V;149;B;2070
MI;OUT20INX5M5BW6K;MITSUBISHI OUTLANDER2,0 MIVEC Intense MT2WD 5P              ;2.4578E+11;V;155;B;1985
MI;OUT2001I5M5BW6K;MITSUBISHI OUTLANDER2,0 MIVEC Intense MT2WD 5P Business     ;2.3467E+11;V;155;B;1985
MI;OUT23INI5A6DW6K;MITSUBISHI OUTLANDER2,2 DI-D Instyle NAVI AT 4WD 7P         ;3.4572E+11;V;154;D;2290
MI;OUT2301I5A6DW6K;MITSUBISHI OUTLANDER2,2 DI-D Instyle NAVI AT 4WD 7P Business;3.3171E+11;V;154;D;2290
MI;OUT23INI5M6DW6K;MITSUBISHI OUTLANDER2,2 DI-D Instyle NAVI MT 4WD 7P         ;3.6004E+11;V;139;D;2290
MI;OUT2304I5M6DW6K;MITSUBISHI OUTLANDER2,2 DI-D Instyle NAVI MT 4WD 7P Business;3.4454E+11;V;139;D;2290
MI;OUT2302I5A6DW6K;MITSUBISHI OUTLANDER2,2 DI-D Intense AT 4WD 5P              ;3.0862E+11;V;154;D;2260
FO;TRA2001T5A6DM7E;FORD TRANSIT        Kombi 310 2,0TDCi 130hv A6 Eve Tre L3H3 ;4.16E+11;V;183;D;0
FO;TRA2002T5A6DM7E;FORD TRANSIT        Kombi 350 2,0TDCi 130hv A6 Eve Tre L2H2 ;4.001E+11;V;183;D;0
FO;TRA2003T5A6DM7E;FORD TRANSIT        Kombi 350 2,0TDCi 130hv A6 Eve Tre L2H3 ;4.13E+11;V;183;D;0
FO;TRA2004T5A6DM7E;FORD TRANSIT        Kombi 350 2,0TDCi 130hv A6 Eve Tre L3H2 ;4.101E+11;V;183;D;0
FO;TRA2005T5A6DM7E;FORD TRANSIT        Kombi 350 2,0TDCi 130hv A6 Eve Tre L3H3 ;4.23E+11;V;183;D;0
FO;TRA2006T5A6DM7E;FORD TRANSIT        Kombi 350 2,0TDCi 170hv A6 Eve Tre L2H2 ;4.211E+11;V;183;D;0
FO;TRA2007T5A6DM7E;FORD TRANSIT        Kombi 350 2,0TDCi 170hv A6 Eve Tre L2H3 ;4.34E+11;V;183;D;0
ME;GLA160005A7BU7C;MERCEDES-BENZ GLA   200 A Prem Busin                        ;3.355E+11;V;131;B;1940
ME;CLA150004A7DC7C;MERCEDES-BENZ CLA   180 d A Busin AMG                       ;3.66E+11;V;104;D;1955
ME;CLA150104A7DC7C;MERCEDES-BENZ CLA   180 d A Prem Busin                      ;3.515E+11;V;104;D;1955
ME;CLA150005A7DW7C;MERCEDES-BENZ CLA   180 d A Shooting Brake                  ;3.47E+11;V;110;D;1990
ME;CLA150105A7DW7C;MERCEDES-BENZ CLA   180 d A Shooting Brake Busin AMG        ;3.72E+11;V;110;D;1990
PR;PAN290104A0BZ7C;PORSCHE PANAMERA    4                                       ;1.0169E+13;V;177;B;2430
PR;PAN290204A0BZ7C;PORSCHE PANAMERA    4 E-Hybrid                              ;1.1508E+13;V;56;B;2710
PR;PAN290304A0BZ7C;PORSCHE PANAMERA    4 E-Hybrid Executive                    ;1.2289E+13;V;56;B;2775
PR;PAN290404A0BZ7C;PORSCHE PANAMERA    4 Executive                             ;1.095E+13;V;180;B;2470
VO;S60200704M6BZ7C;VOLVO S60           T4 Classic Summum                       ;3.27E+11;V;131;B;2060
VO;S60200304A6BZ7C;VOLVO S60           T4 Classic Summum aut                   ;3.31E+11;V;134;B;2110
VO;S60200004A8BZ7C;VOLVO S60           T5 Business Classic R-Design aut        ;3.68E+11;V;145;B;2110
VO;S60200104A8BZ7C;VOLVO S60           T5 Business Classic Summum aut          ;3.68E+11;V;145;B;2110
VO;S60200204A8BZ7C;VOLVO S60           T5 Classic R-Design aut                 ;3.77E+11;V;145;B;2110
VO;S60200304A8BZ7C;VOLVO S60           T5 Classic Summum aut                   ;3.77E+11;V;145;B;2110
VO;V6C200004A8BW7C;VOLVO V60 CROSS COUNT5 AWD Business Classic aut             ;4.03E+11;V;168;B;2260
VO;V6C200104A8BW7C;VOLVO V60 CROSS COUNT5 AWD Classic aut                      ;4.12E+11;V;168;B;2260
VO;V6C200204A8BW7C;VOLVO V60 CROSS COUNT5 Business Classic aut                 ;3.93E+11;V;153;B;2190
VO;V6C200304A8BW7C;VOLVO V60 CROSS COUNT5 Classic aut                          ;4.02E+11;V;153;B;2190
MF;CAN300002A6DV7C;FUSO CANTER         3C13 AMT/2500                           ;3.935E+11;U;260;D;3500
MF;CAN300102A6DV7C;FUSO CANTER         3C13 AMT/2800                           ;3.96E+11;U;260;D;3500
MF;CAN300202A6DV7C;FUSO CANTER         3C13 AMT/3400                           ;3.985E+11;U;260;D;3500
MI;ASX16INE5M5BW6I;MITSUBISHI ASX      1,6 MIVEC Invite 5MT                    ;1.8389E+11;V;135;B;1870
MI;ASX16INE5M6DW6I;MITSUBISHI ASX      1,6 Di-D AS&G Invite4WD 6MT             ;2.4079E+11;V;132;D;1980
MI;ASX23INE5A6DW6I;MITSUBISHI ASX      2,2 Di-D Invite 4WD 6AT                 ;2.5817E+11;V;152;D;2060
FI;TIP160005A6BW7C;FIAT TIPO           STW 1,6 E-Torq 110hvAT6 Pop             ;1.595E+11;V;146;B;1870
IV;DAI230102M6DV7A;IVECO DAILY         35S14 Alusta 3750 2,3 100kW M6          ;3.1493E+11;U;192;D;3500
IV;DAI230002A8DV7A;IVECO DAILY         35S14A8 Alusta 3450 2,3 100kW A8        ;3.4221E+11;U;202;D;3500
FO;TRA2003T5M6DV6F;FORD TRANSIT        310 2,0TDCi 170hv Trend L3H3 etuv 4,19  ;3.607E+11;U;181;D;3140
FO;TRA2004T5M6DV6F;FORD TRANSIT        350 2,0TDCi 130hv Trend L2H2 etuv 4,43  ;3.375E+11;U;179;D;3500
FO;TRA2005T5M6DV6F;FORD TRANSIT        350 2,0TDCi 130hv Trend L2H2 etuv 4,71  ;3.375E+11;U;182;D;3500
FO;TRA2006T5M6DV6F;FORD TRANSIT        350 2,0TDCi 130hv Trend L2H2 takav 3,15 ;3.465E+11;U;185;D;3500
FO;TRA2007T5M6DV6F;FORD TRANSIT        350 2,0TDCi 130hv Trend L2H2 takav 3,55 ;3.465E+11;U;196;D;3500
FO;TRA2008T5M6DV6F;FORD TRANSIT        350 2,0TDCi 130hv Trend L3H2 etuv 4,43  ;3.475E+11;U;179;D;3500
FO;TRA2009T5M6DV6F;FORD TRANSIT        350 2,0TDCi 130hv Trend L3H2 etuv 4,71  ;3.475E+11;U;182;D;3500
ME;GL5300005A0BU6J;MERCEDES-BENZ GLC   Mercedes-AMG GLC 43 Coup� 4Matic A      ;6.82E+11;V;192;B;0
AR;AGI200004A8BZ6K;ALFA ROMEO GIULIA   2,0 Bensiini 280hp AT8 AWD Veloce       ;4.5075E+11;V;148;B;2105
AR;AGI210004A0DZ6K;ALFA ROMEO GIULIA   2,2 Diesel 210hp AT8AWD Veloce          ;4.5205E+11;V;122;D;0
AR;AGI290004A8BZ6K;ALFA ROMEO GIULIA   2,9T V6 Bensiini 510hp AT8 Quadrifoglio ;8.0035E+11;V;189;B;2150
LR;DSP2003H5A9DU6J;LAND ROVER DISCOVERY2,0 TD4 180 HSE Aut 5+2                 ;5.353E+11;V;139;D;2640
LR;DSP200505M6DU6J;LAND ROVER DISCOVERY2,0 TD4 180 HSE Luxury                  ;5.585E+11;V;134;D;2505
LR;DSP200605M6DU6J;LAND ROVER DISCOVERY2,0 TD4 180 HSE Luxury 5+2              ;5.723E+11;V;139;D;2640
LR;DSP200I05A9DU6J;LAND ROVER DISCOVERY2,0 TD4 180 HSE Luxury Aut              ;5.835E+11;V;139;D;2505
LR;DSP200J05A9DU6J;LAND ROVER DISCOVERY2,0 TD4 180 HSE Luxury Aut 5+2          ;5.973E+11;V;139;D;2640
LR;DSP2002S5M6DU6J;LAND ROVER DISCOVERY2,0 TD4 180 SE                          ;4.415E+11;V;134;D;2505
LR;DSP2003S5M6DU6J;LAND ROVER DISCOVERY2,0 TD4 180 SE 5+2                      ;4.553E+11;V;139;D;2640
LR;DSP2002S5A9DU6J;LAND ROVER DISCOVERY2,0 TD4 180 SE Aut                      ;4.655E+11;V;139;D;2505
LR;DSP2003S5A9DU6J;LAND ROVER DISCOVERY2,0 TD4 180 SE Aut 5+2                  ;4.793E+11;V;139;D;2640
FO;TCR10TR15M0BM3K;FORD TOURNEO COURIER1,0 EcoBoost 100hv Trend 5ov            ;1.74E+11;V;119;B;0
FO;TCR15TI15M0DM3K;FORD TOURNEO COURIER1,5 TDCi 75hv titan 5ov                 ;1.905E+11;V;103;D;0
FO;TCR16TI15M0DM3K;FORD TOURNEO COURIER1,6 TDCi 95hv titan 5ov                 ;2.025E+11;V;100;D;0
FO;CTR10TR14M0BV3K;FORD TRANSIT COURIER1,0 EcoBoost 100hv Trend                ;1.7E+11;U;119;B;2500
FO;CTR15TR14M0DV3K;FORD TRANSIT COURIER1,5 TDCi 75hv Trend                     ;1.74E+11;U;103;D;2500
TE;MOS000004O0SZ7D;TESLA MODEL S       100 D                                   ;1.1185E+13;V ;0;E;0
TE;MOS000204O0SZ7D;TESLA MODEL S       75 D                                    ;8.82E+11;V;0;E;0
TE;MOS000404O0SZ7D;TESLA MODEL S       P 100 D                                 ;1.5835E+13;V;0;E;0
TE;MOX000004O0SU7D;TESLA MODEL X       100 D                                   ;1.192E+13;V;0;E;0
TE;MOX000104O0SU7D;TESLA MODEL X       75 D                                    ;9.855E+11;V;0;E;0
LR;DSP200005A9DU6J;LAND ROVER DISCOVERY2,0 TD4 150 Busin Design HSE Aut        ;4.7517E+11;V;139;D;2505
LR;DSP200105A9DU6J;LAND ROVER DISCOVERY2,0 TD4 150 Busin Design HSE Aut 5+2    ;4.8747E+11;V;139;D;2640
LR;DSP200205A9DU6J;LAND ROVER DISCOVERY2,0 TD4 150 Busin Design HSE Luxury Aut ;5.3527E+11;V;139;D;2505
LR;DSP200305A9DU6J;LAND ROVER DISCOVERY2,0 TD4 150 Busin Design HSE Lux Aut 5+2;5.4757E+11;V;139;D;2640
LR;DSP200405A9DU6J;LAND ROVER DISCOVERY2,0 TD4 150 Busin Design SE Aut         ;4.2E+11;V;139;D;2505
KI;SOR22EEX5A6DU6K;KIA SORENTO         2,2 CRDi AWD EX AT 5P                   ;3.5958E+11;V;174;D;2510
KI;SOR2201E5A6DU6K;KIA SORENTO         2,2 CRDi AWD EX AT 7P                   ;3.7019E+11;V;174;D;2620
KI;SOR220005M6DU6K;KIA SORENTO         2,2 CRDi AWD EX Eco 5P                  ;3.4016E+11;V;149;D;2510
KI;SOU160005A7DH6K;KIA SOUL            1,6 CRDi Funk DCT AT                    ;2.1521E+11;V;130;D;1940
KI;SOU160105A7DH6K;KIA SOUL            1,6 CRDi Supreme DCTAT                  ;2.2316E+11;V;130;D;1940
KI;SOU160005A6BH6K;KIA SOUL            1,6 Funk AT                             ;1.9202E+11;V;159;B;1850
KI;SOU160205M6BH6K;KIA SOUL            1,6 Supreme                             ;1.8638E+11;V;155;B;1800
KI;SOU160105A6BH6K;KIA SOUL            1,6 Supreme AT                          ;1.9938E+11;V;159;B;1850
KI;SPO16URX5M6BU6K;KIA SPORTAGE        1,6 ISG Urban EX EcoDynamics            ;2.3571E+11;V;147;B;1895
