Vehicle Make;Vehicle Model;Vehicle Description;Vehicle Price including VAT;Vehicle Kind;Vehicle CO2;Fuel Type;Maximum Weight
PE;3081602A5A6DW7G;PEUGEOT 308         SW Allure BlueHDi 120 Automaatti        ;2.5882E+11;V;99;D;1910
PE;BOX200104M6DV7G;PEUGEOT BOXER       335 L3H2 BlueHDi 163S&S                 ;3.495E+11;U;159;D;3500
PE;BOX200204M6DV7G;PEUGEOT BOXER       335 L3H2 BlueHDi 163S&S Allure          ;3.495E+11;U;159;D;3500
PE;BOX220004M6DV7G;PEUGEOT BOXER       335 L3H2 HDi 130 FAP                    ;3.118E+11;U;195;D;3500
PE;BOX220104M6DV7G;PEUGEOT BOXER       335 L3H2 HDi 150 FAP                    ;3.212E+11;U;195;D;3500
PE;BOX220204M6DV7G;PEUGEOT BOXER       335 L3H2 HDi 150 FAPAllure              ;3.212E+11;U;195;D;3500
M2;MIH120005M6BH7G;MINI HATCHBACK      5-ovinen One 102 hv                     ;1.996E+11;V;112;B;1680
M2;MIH120005A6BH7G;MINI HATCHBACK      5-ovinen One 102 hv A                   ;2.174E+11;V;114;B;1705
LR;DSP2004H5A9DU7G;LAND ROVER DISCOVERY2,0 TD4 150 HSE Aut                     ;5.015E+11;V;139;D;2505
LR;DSP2005H5A9DU7G;LAND ROVER DISCOVERY2,0 TD4 150 HSE Aut 5+2                 ;5.156E+11;V;139;D;2660
LR;DSP200405M6DU7G;LAND ROVER DISCOVERY2,0 TD4 150 HSE Luxury                  ;5.39E+11;V;134;D;2505
PE;10810ACS3M5BH7G;PEUGEOT 108         Access e-VTi 68 3-ov                    ;1.0663E+11;V;88;B;1240
PE;30820ALE5M6DW7G;PEUGEOT 308         SW Allure BlueHDi 150                   ;2.7247E+11;V;93;D;1970
PE;3082001A5M6DW7G;PEUGEOT 308         SW Allure BlueHDi 150                   ;2.6545E+11;V;93;D;1970
PE;30820ALE5A6DW7G;PEUGEOT 308         SW Allure BlueHDi 150 Automaatti        ;2.7504E+11;V;106;D;2000
PE;3082001A5A6DW7G;PEUGEOT 308         SW Allure BlueHDi 150 Automaatti        ;2.6651E+11;V;106;D;2000
PE;30812ALE5M6BW7G;PEUGEOT 308         SW Allure PureTech 130                  ;2.3409E+11;V;106;B;1840
PE;BOX200002M6DV7G;PEUGEOT BOXER       335 L4 BlueHDi 163 alustaohjaamo        ;3.6E+11;U;163;D;3500
PE;BOX220002M6DV7G;PEUGEOT BOXER       335 L4 HDi 150 FAP alustaohjaamo        ;3.105E+11;U;229;D;3500
PE;BOX220102M6DV7G;PEUGEOT BOXER       335 L4 HDi 150 FAP Tehdaslava           ;3.405E+11;U;195;D;3500
PE;BOX20L424M6DV7G;PEUGEOT BOXER       435 L4H2 BlueHDi 130                    ;3.54E+11;U;168;D;3500
PE;BOX2005L4M6DV7G;PEUGEOT BOXER       435 L4H2 BlueHDi 163S&S                 ;3.72E+11;U;164;D;3500
M2;MIH120105A6BH7G;MINI HATCHBACK      5-ovinen One 102 hv A Business Automatic;2.215E+11;V;114;B;1705
M2;MIH120105M6BH7G;MINI HATCHBACK      5-ovinen One 102 hv Business            ;2.037E+11;V;112;B;1680
PE;10810ACS5M5BH7G;PEUGEOT 108         Access e-VTi 68 5-ov                    ;1.1072E+11;V;88;B;1240
PE;10810ACE5M5BH7G;PEUGEOT 108         Active e-VTi 68 5-ov                    ;1.2082E+11;V;88;B;1240
PE;10810ACE5A5BH7G;PEUGEOT 108         Active VTi 68 5-ov ETG Automaatti       ;1.2662E+11;V;97;B;1240
PE;10810ALE5M5BH7G;PEUGEOT 108         Allure e-VTi 68 5-ov                    ;1.3235E+11;V;88;B;1240
PE;10810ALE5A5BH7G;PEUGEOT 108         Allure VTi 68 5-ov ETG Automaatti       ;1.3795E+11;V;97;B;1240
PE;3081202A5M6BW7G;PEUGEOT 308         SW Allure PureTech 130                  ;2.3068E+11;V;106;B;1840
PE;30812ALE5A6BW7G;PEUGEOT 308         SW Allure PureTech 130 Automaatti       ;2.4262E+11;V;106;B;1855
PE;3081202A5A6BW7G;PEUGEOT 308         SW Allure PureTech 130 Automaatti       ;2.3921E+11;V;106;B;1855
PE;30820GTT5A6DW7G;PEUGEOT 308         SW GT BlueHDi 180 Automaatti            ;3.1564E+11;V;107;D;2020
PE;3082001G5A6DW7G;PEUGEOT 308         SW GT BlueHDi 180 Automaatti            ;3.1053E+11;V;107;D;2020
PE;BOX22L424M6DV7G;PEUGEOT BOXER       435 L4H2 HDi 130 FAP                    ;3.322E+11;U;199;D;3500
PE;BOX2207L4M6DV7G;PEUGEOT BOXER       435 L4H2 HDi 150 FAP                    ;3.435E+11;U;199;D;3500
PE;BOX200304M6DV7G;PEUGEOT BOXER       435 L4H3 BlueHDi 130                    ;3.62E+11;U;168;D;3500
PE;BOX200404M6DV7G;PEUGEOT BOXER       435 L4H3 BlueHDi 163S&S                 ;3.82E+11;U;164;D;3500
PE;BOX220304M6DV7G;PEUGEOT BOXER       435 L4H3 HDi 130 FAP                    ;3.39E+11;U;199;D;3500
PE;BOX220404M6DV7G;PEUGEOT BOXER       435 L4H3 HDi 150 FAP                    ;3.519E+11;U;199;D;3500
M2;MIH150305M6DH7G;MINI HATCHBACK      5-ovinen One D                          ;2.181E+11;V;92;D;1715
M2;MIH150405M6DH7G;MINI HATCHBACK      5-ovinen One D Business                 ;2.224E+11;V;92;D;1715
M2;MIH150003M6BH7G;MINI HATCHBACK      Cooper                                  ;2.157E+11;V;105;B;1565
PE;10812ALE5M5BH7G;PEUGEOT 108         Allure VTi 82 5-ov                      ;1.3909E+11;V;99;B;1240
PE;1081001A5M5BH7G;PEUGEOT 108         TOP! Active e-VTi 685-ov                ;1.3412E+11;V;88;B;1240
PE;1081001A5A5BH7G;PEUGEOT 108         TOP! Active VTi 68 5-ov ETG Automaatti  ;1.4056E+11;V;97;B;1240
PE;1081002A5M5BH7G;PEUGEOT 108         TOP! Allure e-VTi 685-ov                ;1.4565E+11;V;88;B;1240
PE;30016ACS5M5DU7G;PEUGEOT 3008        Access BlueHDi 100                      ;2.1011E+11;V;103;D;1940
PE;30816GTT5M6BW7G;PEUGEOT 308         SW GT THP 205                           ;2.7682E+11;V;134;B;1880
PE;3081601G5M6BW7G;PEUGEOT 308         SW GT THP 205                           ;2.7366E+11;V;134;B;1880
PE;50016ACS5M5DM7G;PEUGEOT 5008        Access BlueHDi 100                      ;2.2726E+11;V;106;D;2150
PE;50012ACS5M6BM7G;PEUGEOT 5008        Access PureTech 130                     ;2.2782E+11;V;117;B;2120
PE;50016ACE5M6DM7G;PEUGEOT 5008        Active BlueHDi 120                      ;2.674E+11;V;105;D;2190
PE;50016ACE5A6DM7G;PEUGEOT 5008        Active BlueHDi 120 Automaatti           ;2.8146E+11;V;112;D;2200
PE;208160103M6BH7G;PEUGEOT 208         GTi Peugeot Sport 3-ov                  ;2.7204E+11;V;125;B;1650
PE;208120105M5BH7G;PEUGEOT 208         Style VTi 82 5-ov                       ;1.4308E+11;V;99;B;1546
PE;208120005A5BH7G;PEUGEOT 208         Style VTi 82 5-ov ETG Automaatti        ;1.5241E+11;V;97;B;1553
PE;208160005M5DV7G;PEUGEOT 208         Van BlueHDi 100 FAP                     ;1.524E+11;U;90;D;1680
PE;208120005M5BV7G;PEUGEOT 208         Van VTi 82                              ;1.29E+11;U;109;B;1546
M2;MIH150003A6BH7G;MINI HATCHBACK      Cooper A                                ;2.335E+11;V;109;B;1595
M2;MIH150103A6BH7G;MINI HATCHBACK      Cooper A Business                       ;2.376E+11;V;109;B;1595
M2;MIH150203A6BH7G;MINI HATCHBACK      Cooper A Business Plus                  ;2.392E+11;V;109;B;1595
PE;30012ACS5M6BU7G;PEUGEOT 3008        Access PureTech 130                     ;2.0956E+11;V;117;B;1910
PE;30016ACE5M6DU7G;PEUGEOT 3008        Active BlueHDi 120                      ;2.5133E+11;V;100;D;1980
PE;30016ACE5A6DU7G;PEUGEOT 3008        Active BlueHDi 120 Automaatti           ;2.6532E+11;V;108;D;1990
PE;30012ACE5M6BU7G;PEUGEOT 3008        Active PureTech 130                     ;2.308E+11;V;115;B;1910
PE;30012ACE5A6BU7G;PEUGEOT 3008        Active PureTech 130 Automaatti          ;2.4575E+11;V;120;B;1930
PE;50012ACE5M6BM7G;PEUGEOT 5008        Active PureTech 130                     ;2.4917E+11;V;115;B;2120
PE;50012ACE5A6BM7G;PEUGEOT 5008        Active PureTech 130 Automaatti          ;2.6387E+11;V;120;B;2130
PE;50016ALE5M6DM7G;PEUGEOT 5008        Allure BlueHDi 120                      ;2.8795E+11;V;105;D;2190
PE;50016ALE5A6DM7G;PEUGEOT 5008        Allure BlueHDi 120 Automaatti           ;3.0166E+11;V;112;D;2200
PE;50020ALE5M6DM7G;PEUGEOT 5008        Allure BlueHDi 150                      ;3.0349E+11;V;118;D;2230
PE;BOX2006L4M6DV7G;PEUGEOT BOXER       440 L4H2 BlueHDi 163                    ;3.52E+11;U;0;D;0
PE;BOX2208L4M6DV7G;PEUGEOT BOXER       440 L4H2 HDi 150 FAP                    ;3.515E+11;U;0;D;0
PE;BOX200504M6DV7G;PEUGEOT BOXER       440 L4H3 BlueHDi 163                    ;3.62E+11;U;0;D;0
PE;BOX220004M5DV7G;PEUGEOT BOXER       440 L4H3 HDi 150 FAP                    ;3.599E+11;U;0;D;0
PE;PAR16ACE5M5DM7G;PEUGEOT PARTNER     Tepee Active BlueHDi100                 ;1.8337E+11;V;109;D;2070
M2;MIH150103M6BH7G;MINI HATCHBACK      Cooper Business                         ;2.199E+11;V;105;B;1565
M2;MIH150203M6BH7G;MINI HATCHBACK      Cooper Business Plus                    ;2.216E+11;V;105;B;1565
PE;30016ALE5M6DU7G;PEUGEOT 3008        Allure BlueHDi 120                      ;2.721E+11;V;100;D;1980
PE;30016ALE5A6DU7G;PEUGEOT 3008        Allure BlueHDi 120 Automaatti           ;2.8571E+11;V;108;D;1990
PE;30020ALE5M6DU7G;PEUGEOT 3008        Allure BlueHDi 150                      ;2.8823E+11;V;114;D;2050
PE;30016ALE5A6BU7G;PEUGEOT 3008        Allure e-THP 165 Automaatti             ;2.8279E+11;V;129;B;1950
PE;30012ALE5M6BU7G;PEUGEOT 3008        Allure PureTech 130                     ;2.5084E+11;V;115;B;1910
PE;50016ALE5A6BM7G;PEUGEOT 5008        Allure e-THP 165 Automaatti             ;2.9649E+11;V;133;B;2160
PE;50012ALE5M6BM7G;PEUGEOT 5008        Allure PureTech 130                     ;2.6921E+11;V;115;B;2120
PE;50012ALE5A6BM7G;PEUGEOT 5008        Allure PureTech 130 Automaatti          ;2.8363E+11;V;120;B;2130
PE;50020GTT5A6DM7G;PEUGEOT 5008        GT BlueHDi 180 Automaatti               ;3.6008E+11;V;124;D;2280
PE;BOX220504M6DV7G;PEUGEOT BOXER       440 L3H2 HDi 150 FAP                    ;3.24E+11;U;0;D;0
PE;PAR160104A6DV7G;PEUGEOT PARTNER     Van L2 BlueHDi 100 FAP ETG6             ;2.2015E+11;U;108;D;2165
PE;TRA20ACE4M6DM7G;PEUGEOT TRAVELLER   Active BlueHDi 150 M                    ;3.2643E+11;V;139;D;2740
PE;TRA20ACE4A6DM7G;PEUGEOT TRAVELLER   Active BlueHDi 180 Automaatti M         ;3.5343E+11;V;151;D;2770
PE;TRA20ALE4M6DM7G;PEUGEOT TRAVELLER   Allure BlueHDi 150 M                    ;4.1955E+11;V;139;D;2740
PE;TRA20ALE4A6DM7G;PEUGEOT TRAVELLER   Allure BlueHDi 180 Automaatti M         ;4.4352E+11;V;151;D;2770
M2;MIH150003M6DH7G;MINI HATCHBACK      Cooper D                                ;2.29E+11;V;92;D;1615
M2;MIH150003A6DH7G;MINI HATCHBACK      Cooper D A                              ;2.468E+11;V;98;D;1630
PE;30012ALE5A6BU7G;PEUGEOT 3008        Allure PureTech 130 Automaatti          ;2.6551E+11;V;120;B;1930
PE;30020GTT5A6DU7G;PEUGEOT 3008        GT BlueHDi 180 Automaatti               ;3.4218E+11;V;124;D;2090
PE;30816ACS5M5DH7G;PEUGEOT 308         Access BlueHDi 100                      ;1.974E+11;V;94;D;1780
PE;3081601A5M5DH7G;PEUGEOT 308         Access BlueHDi 100                      ;1.9302E+11;V;94;D;1780
PE;30812ACS5M5BH7G;PEUGEOT 308         Access PureTech 110                     ;1.8008E+11;V;105;B;1720
PE;3081201A5M5BH7G;PEUGEOT 308         Access PureTech 110                     ;1.758E+11;V;105;B;1720
PE;50816ACE4M6DZ7G;PEUGEOT 508         Active BlueHDi 120                      ;2.393E+11;V;96;D;2025
PE;50816ACE4A6DZ7G;PEUGEOT 508         Active BlueHDi 120 Automaatti           ;2.5535E+11;V;99;D;2045
PE;50816ACE4M6BZ7G;PEUGEOT 508         Active e-THP 165                        ;2.2985E+11;V;129;B;1995
PE;50816ACE4A6BZ7G;PEUGEOT 508         Active e-THP 165 Automaatti             ;2.4502E+11;V;130;B;2015
PE;50816ALE4M6DZ7G;PEUGEOT 508         Allure BlueHDi 120                      ;2.6023E+11;V;96;D;2025
PE;20816ACE5M5DH7G;PEUGEOT 208         Active BlueHDi 75 5-ov                  ;1.6797E+11;V;79;D;1635
PE;20812ACE5M5BH7G;PEUGEOT 208         Active VTi 82 5-ov                      ;1.3929E+11;V;104;B;1546
PE;20812ACE5A5BH7G;PEUGEOT 208         Active VTi 82 5-ov ETG Automaatti       ;1.498E+11;V;97;B;1553
PE;20816ALE5M5DH7G;PEUGEOT 208         Allure BlueHDi 100 5-ov                 ;1.8895E+11;V;79;D;1680
PE;20816ALE5M6DH7G;PEUGEOT 208         Allure BlueHDi 120 5-ov                 ;1.9477E+11;V;94;D;1684
M2;MIH150103A6DH7G;MINI HATCHBACK      Cooper D A Business                     ;2.511E+11;V;98;D;1630
M2;MIH150203A6DH7G;MINI HATCHBACK      Cooper D A Business Plus                ;2.528E+11;V;98;D;1630
PE;3081202A5M5BH7G;PEUGEOT 308         Access VTi 82                           ;1.627E+11;V;114;B;1670
PE;30816ACE5M6DH7G;PEUGEOT 308         Active BlueHDi 120                      ;2.2852E+11;V;82;D;1810
PE;3081601A5M6DH7G;PEUGEOT 308         Active BlueHDi 120                      ;2.2404E+11;V;82;D;1810
PE;30816ACE5A6DH7G;PEUGEOT 308         Active BlueHDi 120 Automaatti           ;2.3632E+11;V;95;D;1820
PE;3081601A5A6DH7G;PEUGEOT 308         Active BlueHDi 120 Automaatti           ;2.2906E+11;V;92;D;1820
PE;30820ACE5M6DH7G;PEUGEOT 308         Active BlueHDi 150                      ;2.3991E+11;V;97;D;1870
PE;50816ALE4A6DZ7G;PEUGEOT 508         Allure BlueHDi 120 Automaatti           ;2.7617E+11;V;99;D;2045
PE;50820ALE4A6DZ7G;PEUGEOT 508         Allure BlueHDi 180 Automaatti           ;3.2006E+11;V;111;D;2165
PE;50816ALE4M6BZ7G;PEUGEOT 508         Allure e-THP 165                        ;2.5713E+11;V;129;B;1995
PE;50816ALE4A6BZ7G;PEUGEOT 508         Allure e-THP 165 Automaatti             ;2.7219E+11;V;130;B;2015
PE;50820GTT4A6DZ7G;PEUGEOT 508         GT BlueHDi 180 Automaatti               ;3.4523E+11;V;116;D;2165
PE;PAR16ACE5A6DM7G;PEUGEOT PARTNER     Tepee Active BlueHDi100 ETG Automaatti  ;1.9354E+11;V;109;D;2075
PE;PAR160004M5DV7G;PEUGEOT PARTNER     Van L1 BlueHDi 100 FAP                  ;1.985E+11;U;110;D;1970
PE;PAR160004A6DV7G;PEUGEOT PARTNER     Van L1 BlueHDi 100 FAP ETG6             ;2.077E+11;U;108;D;1980
PE;PAR160104M5DV7G;PEUGEOT PARTNER     Van L1 BlueHDi 75 FAP                   ;1.896E+11;U;112;D;1960
PE;PAR160204M5DV7G;PEUGEOT PARTNER     Van L2 BlueHDi 100 FAP                  ;2.1495E+11;U;110;D;2240
M2;MIH150103M6DH7G;MINI HATCHBACK      Cooper D Business                       ;2.333E+11;V;92;D;1615
M2;MIH150203M6DH7G;MINI HATCHBACK      Cooper D Business Plus                  ;2.35E+11;V;92;D;1615
M2;MIH200003M6BH7G;MINI HATCHBACK      Cooper S                                ;2.51E+11;V;133;B;1640
PE;30820ACE5A6DH7G;PEUGEOT 308         Active BlueHDi 150 Automaatti           ;2.4483E+11;V;104;D;1900
PE;30812ACE5M6BH7G;PEUGEOT 308         Active PureTech 130                     ;2.0364E+11;V;104;B;1750
PE;3081201A5M6BH7G;PEUGEOT 308         Active PureTech 130                     ;1.9935E+11;V;104;B;1750
PE;30812ACE5A6BH7G;PEUGEOT 308         Active PureTech 130 Automaatti          ;2.1105E+11;V;106;B;1770
PE;3081201A5A6BH7G;PEUGEOT 308         Active PureTech 130 Automaatti          ;2.0678E+11;V;106;B;1770
PE;508160004M6DZ7G;PEUGEOT 508         GT Line BlueHDi 120                     ;2.7203E+11;V;103;D;2025
PE;508160004A6DZ7G;PEUGEOT 508         GT Line BlueHDi 120 Automaatti          ;2.8987E+11;V;102;D;2045
PE;508160004M6BZ7G;PEUGEOT 508         GT Line e-THP 165                       ;2.6735E+11;V;134;B;1995
PE;508160004A6BZ7G;PEUGEOT 508         GT Line e-THP 165 Automaatti            ;2.8314E+11;V;134;B;2015
PE;TRA200004M6DM7G;PEUGEOT TRAVELLER   Shuttle BlueHDi 150 M                   ;3.0625E+11;V;139;D;2740
PE;TRA200004A6DM7G;PEUGEOT TRAVELLER   Shuttle BlueHDi 180 Automaatti M        ;3.3391E+11;V;151;D;2770
PE;208120005M5BH7G;PEUGEOT 208         GT Line PureTech 1105-ov                ;1.8767E+11;V;99;B;1612
PE;208120005A6BH7G;PEUGEOT 208         GT Line PureTech 1105-ov Automaatti     ;2.0047E+11;V;104;B;1650
PE;208160003M6BH7G;PEUGEOT 208         GTi 3-ov                                ;2.3227E+11;V;125;B;1650
M2;MIH200003A6BH7G;MINI HATCHBACK      Cooper S A                              ;2.688E+11;V;123;B;1655
M2;MIH200103A6BH7G;MINI HATCHBACK      Cooper S A Business                     ;2.728E+11;V;123;B;1655
PE;50816ACE5M6DW7G;PEUGEOT 508         SW Active BlueHDi 120                   ;2.4977E+11;V;96;D;2120
PE;50816ACE5A6DW7G;PEUGEOT 508         SW Active BlueHDi 120 Automaatti        ;2.6285E+11;V;104;D;2140
PE;50816ACE5M6BW7G;PEUGEOT 508         SW Active e-THP 165                     ;2.4022E+11;V;130;B;2080
PE;50816ACE5A6BW7G;PEUGEOT 508         SW Active e-THP 165 Automaatti          ;2.5559E+11;V;131;B;2100
PE;50816ALE5M6DW7G;PEUGEOT 508         SW Allure BlueHDi 120                   ;2.7158E+11;V;96;D;2120
PE;20812ALE5M5BH7G;PEUGEOT 208         Allure PureTech 110 5-ov                ;1.7119E+11;V;99;B;1612
PE;20812ALE5A6BH7G;PEUGEOT 208         Allure PureTech 110 5-ov Automaatti     ;1.834E+11;V;104;B;1650
PE;2081201A5M5BH7G;PEUGEOT 208         Allure VTi 82 5-ov                      ;1.5422E+11;V;104;B;1546
PE;20812ALE5A5BH7G;PEUGEOT 208         Allure VTi 82 5-ov ETG Automaatti       ;1.6496E+11;V;97;B;1553
PE;1081002A5A5BH7G;PEUGEOT 108         TOP! Allure VTi 68 5-ov ETG Automaatti  ;1.5189E+11;V;97;B;1240
M2;MIH200203A6BH7G;MINI HATCHBACK      Cooper S A Business Plus                ;2.744E+11;V;123;B;1655
M2;MIH200103M6BH7G;MINI HATCHBACK      Cooper S Business                       ;2.549E+11;V;133;B;1640
M2;MIH200203M6BH7G;MINI HATCHBACK      Cooper S Business Plus                  ;2.564E+11;V;133;B;1640
PE;30816ALE5M6DH7G;PEUGEOT 308         Allure BlueHDi 120                      ;2.5189E+11;V;84;D;1810
PE;3081602A5M6DH7G;PEUGEOT 308         Allure BlueHDi 120                      ;2.4832E+11;V;84;D;1810
PE;30816ALE5A6DH7G;PEUGEOT 308         Allure BlueHDi 120 Automaatti           ;2.5898E+11;V;92;D;1820
PE;3081602A5A6DH7G;PEUGEOT 308         Allure BlueHDi 120 Automaatti           ;2.537E+11;V;92;D;1820
PE;30820ALE5M6DH7G;PEUGEOT 308         Allure BlueHDi 150                      ;2.5795E+11;V;97;D;1870
PE;50816ALE5A6DW7G;PEUGEOT 508         SW Allure BlueHDi 120 Automaatti        ;2.843E+11;V;104;D;2140
PE;50820ALE5A6DW7G;PEUGEOT 508         SW Allure BlueHDi 180 Automaatti        ;3.3098E+11;V;116;D;2240
PE;50816ALE5M6BW7G;PEUGEOT 508         SW Allure e-THP 165                     ;2.6899E+11;V;130;B;2080
PE;50816ALE5A6BW7G;PEUGEOT 508         SW Allure e-THP 165 Automaatti          ;2.843E+11;V;131;B;2100
PE;50820GTT5A6DW7G;PEUGEOT 508         SW GT BlueHDi 180 Automaatti            ;3.5401E+11;V;118;D;2240
M2;MIH200105A6BH7G;MINI HATCHBACK      5-ovinen Cooper S A Business Automatic  ;2.818E+11;V;125;B;1770
M2;MIH200205A6BH7G;MINI HATCHBACK      5-ovinen Cooper S A Business Plus       ;2.834E+11;V ;125;B;1770
M2;MIH200003M6DH7G;MINI HATCHBACK      Cooper SD                               ;2.568E+11;V;106;D;1655
M2;MIH200003A6DH7G;MINI HATCHBACK      Cooper SD A                             ;2.746E+11;V;104;D;1670
M2;MIH200103A6DH7G;MINI HATCHBACK      Cooper SD A Business                    ;2.788E+11;V;104;D;1670
PE;30820ALE5A6DH7G;PEUGEOT 308         Allure BlueHDi 150 Automaatti           ;2.6285E+11;V;104;D;1900
PE;30812ALE5M6BH7G;PEUGEOT 308         Allure PureTech 130                     ;2.2681E+11;V;104;B;1750
PE;30812ALE5M5BH7G;PEUGEOT 308         Allure PureTech 130                     ;2.2252E+11;V;104;B;1720
PE;30812ALE5A6BH7G;PEUGEOT 308         Allure PureTech 130 Automaatti          ;2.3409E+11;V;106;B;1770
PE;3081202A5A6BH7G;PEUGEOT 308         Allure PureTech 130 Automaatti          ;2.2982E+11;V;106;B;1770
PE;30820GTT5A6DH7G;PEUGEOT 308         GT BlueHDi 180 Automaatti               ;3.085E+11;V;105;D;1920
PE;508160005M6DW7G;PEUGEOT 508         SW GT Line BlueHDi 120                  ;2.8344E+11;V;104;D;2120
PE;508160005A6DW7G;PEUGEOT 508         SW GT Line BlueHDi 120 Automaatti       ;2.976E+11;V;108;D;2140
PE;508160005M6BW7G;PEUGEOT 508         SW GT Line e-THP 165                    ;2.7919E+11;V;134;B;2080
PE;508160005A6BW7G;PEUGEOT 508         SW GT Line e-THP 165Automaatti          ;2.9391E+11;V;135;B;2100
PE;BOX20L114M6DV7G;PEUGEOT BOXER       335 L1H1 BlueHDi 110                    ;2.747E+11;U;158;D;3500
M2;MIH200105M6BH7G;MINI HATCHBACK      5-ovinen Cooper S Business              ;2.638E+11;V;136;B;1750
M2;MIH200205M6BH7G;MINI HATCHBACK      5-ovinen Cooper S Business Plus         ;2.653E+11;V;136;B;1750
M2;MIH200203A6DH7G;MINI HATCHBACK      Cooper SD A BusinessPlus                ;2.805E+11;V;104;D;1670
M2;MIH200103M6DH7G;MINI HATCHBACK      Cooper SD Business                      ;2.61E+11;V;106;D;1655
PE;30816GTT5M6BH7G;PEUGEOT 308         GT THP 205                              ;2.7219E+11;V;130;B;1790
PE;308160005M6BH7G;PEUGEOT 308         GTi                                     ;3.2876E+11;V;139;B;1790
PE;308160105M6BH7G;PEUGEOT 308         GTi                                     ;3.2565E+11;V;139;B;1790
PE;30816ACS5M5DW7G;PEUGEOT 308         SW Access BlueHDi 100                   ;2.0616E+11;V;94;D;1880
PE;3081601A5M5DW7G;PEUGEOT 308         SW Access BlueHDi 100                   ;2.0178E+11;V;94;D;1880
PE;30812ACS5M5BW7G;PEUGEOT 308         SW Access PureTech 110                  ;1.8676E+11;V;109;B;1825
PE;BOX22L114M6DV7G;PEUGEOT BOXER       335 L1H1 HDi 110 FAP                    ;2.619E+11;U;180;D;3500
PE;BOX20LX24M6DV7G;PEUGEOT BOXER       335 L2H1 BlueHDi 110                    ;2.954E+11;U;163;D;3500
PE;BOX2001L4M6DV7G;PEUGEOT BOXER       335 L2H1 BlueHDi 130                    ;3.07E+11;U;163;D;3500
PE;BOX2002L4M6DV7G;PEUGEOT BOXER       335 L2H1 BlueHDi 130Allure              ;3.07E+11;U;163;D;3500
M2;MIH200005M6DH7G;MINI HATCHBACK      5-ovinen Cooper SD                      ;2.662E+11;V;109;D;1755
M2;MIH200005A6DH7G;MINI HATCHBACK      5-ovinen Cooper SD A                    ;2.84E+11;V;107;D;1775
M2;MIH200203M6DH7G;MINI HATCHBACK      Cooper SD Business Plus                 ;2.627E+11;V;106;D;1655
M2;MIH200303M6BH7G;MINI HATCHBACK      JCW                                     ;3.098E+11;V;147;B;1685
M2;MIH200303A6BH7G;MINI HATCHBACK      JCW A                                   ;3.292E+11;V;133;B;1700
M2;MIH120003M6BH7G;MINI HATCHBACK      One 102 hv                              ;1.929E+11;V;109;B;1570
PE;3081201A5M5BW7G;PEUGEOT 308         SW Access PureTech 110                  ;1.8337E+11;V;109;B;1825
PE;30816ACE5M6DW7G;PEUGEOT 308         SW Active BlueHDi 120                   ;2.3647E+11;V;85;D;1870
PE;3081601A5M6DW7G;PEUGEOT 308         SW Active BlueHDi 120                   ;2.3201E+11;V;85;D;1870
PE;30816ACE5A6DW7G;PEUGEOT 308         SW Active BlueHDi 120 Automaatti        ;2.406E+11;V;99;D;1910
PE;3081601A5A6DW7G;PEUGEOT 308         SW Active BlueHDi 120 Automaatti        ;2.3453E+11;V;99;D;1910
PE;BOX22LX24M6DV7G;PEUGEOT BOXER       335 L2H1 HDi 110 FAP                    ;2.745E+11;U;199;D;3500
PE;BOX2201L4M6DV7G;PEUGEOT BOXER       335 L2H1 HDi 130 FAP                    ;2.874E+11;U;195;D;3500
PE;BOX2202L4M6DV7G;PEUGEOT BOXER       335 L2H1 HDi 130 FAPAllure              ;2.874E+11;U;195;D;3500
